age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
37.0,234280.84,14.0,0.0,0.0,50.0,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
40.0,230604.89,8.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
38.0,1484705.0,12.0,0.0,0.0,40.0,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,Black,Female,United-States,<=50K
52.0,216545.16,9.0,0.0,0.0,40.0,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
28.0,296765.62,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,<=50K
19.0,233897.44,10.0,0.0,0.0,35.0,,Some-college,Never-married,,Own-child,White,Female,United-States,<=50K
40.0,24446.23,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,>50K
40.0,1484705.0,9.0,0.0,0.0,50.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
49.0,121189.086,10.0,0.0,0.0,35.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37.0,152903.92,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
54.0,1484705.0,13.0,99999.0,0.0,40.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
46.0,68159.79,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
25.0,172747.78,10.0,0.0,0.0,20.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30.0,148558.6,10.0,0.0,0.0,40.0,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
43.0,153170.03,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36.0,271349.5,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Female,United-States,<=50K
51.0,89210.73,13.0,0.0,0.0,35.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
90.0,198491.12,10.0,0.0,0.0,80.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
23.0,102481.43,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
50.0,203231.5,9.0,0.0,0.0,40.0,Private,10th,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
51.0,123289.84,10.0,0.0,0.0,40.0,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
50.0,43585.867,12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
40.0,96185.25,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
31.0,100225.516,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
28.050495,241545.3,9.0,0.0,0.0,60.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
22.0,198686.81,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
90.0,189115.81,13.0,0.0,0.0,48.0,Private,Doctorate,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,India,>50K
38.0,420558.78,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
43.0,180090.92,1.0,0.0,0.0,9.139485,,9th,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
44.0,60611.277,9.0,0.0,0.0,50.0,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
44.0,204503.61,13.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
37.0,243974.88,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,,<=50K
49.0,236471.47,13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
39.0,153491.48,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
21.0,388686.12,1.0,99999.0,0.0,38.0,Private,11th,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,Hong,<=50K
44.0,83404.52,16.0,99999.0,0.0,99.0,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
30.0,219038.02,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-spouse-absent,Sales,Not-in-family,White,Male,India,<=50K
25.0,13492.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United-States,<=50K
24.0,181997.53,9.0,5013.0,0.0,21.184687,Private,11th,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
90.0,290088.38,16.0,0.0,3770.0,45.0,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,,>50K
53.0,180041.4,11.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,Yugoslavia,>50K
34.0,255119.78,9.0,0.0,0.0,40.0,Private,11th,Separated,Transport-moving,Other-relative,White,Male,United-States,<=50K
90.0,72992.4,13.0,4973.3364,0.0,20.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
17.0,201716.36,10.0,0.0,0.0,15.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
23.0,217024.92,1.0,0.0,0.0,39.0,Private,10th,Never-married,Transport-moving,Own-child,Black,Male,United-States,<=50K
51.0,127655.95,9.0,0.0,0.0,50.0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
28.0,214705.77,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Protective-serv,Not-in-family,Black,Male,United-States,<=50K
44.0,227479.17,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
32.0,193111.11,13.0,0.0,0.0,25.935043,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
30.0,142918.62,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
41.0,168796.5,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
25.0,184197.58,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female,Dominican-Republic,<=50K
31.0,213738.94,12.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
48.0,197387.03,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
46.0,161354.47,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
47.0,301765.4,10.0,0.0,0.0,99.0,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,>50K
34.0,216498.92,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
33.0,191394.31,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Male,,<=50K
42.0,203034.3,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
38.0,366194.47,13.0,0.0,3770.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Cuba,>50K
36.0,105162.07,10.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
17.0,294741.72,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
23.0,202222.94,10.0,0.0,0.0,30.0,Private,Some-college,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,India,<=50K
24.0,231924.78,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
38.0,1484705.0,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,India,<=50K
42.0,230284.84,13.0,0.0,0.0,60.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
63.0,172080.81,9.0,3461.0352,0.0,60.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
39.0,165905.64,14.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
28.0,240385.89,13.0,15024.0,0.0,24.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
43.0,129990.09,9.0,0.0,0.0,50.0,Self-emp-inc,HS-grad,Separated,Farming-fishing,Unmarried,White,Male,United-States,<=50K
22.0,159152.95,1.0,0.0,0.0,30.0,,11th,Never-married,,Not-in-family,Black,Male,United-States,<=50K
23.0,109139.66,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,>50K
48.0,71633.56,15.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,India,>50K
47.0,240833.45,10.0,0.0,0.0,8.0,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
41.0,223988.16,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
36.0,177011.86,10.0,0.0,0.0,60.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18.0,165592.5,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,United-States,<=50K
47.0,155642.3,9.0,4064.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
45.0,132050.94,1.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
43.0,167929.02,9.0,0.0,0.0,55.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
29.0,145311.98,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
30.0,193148.19,1.0,0.0,0.0,1.0,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
39.0,148844.25,10.0,0.0,0.0,45.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
90.0,186326.61,9.0,0.0,0.0,32.594917,,7th-8th,Widowed,,Not-in-family,White,Female,,<=50K
56.0,13492.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada,<=50K
55.0,197232.81,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
52.0,138251.06,13.0,99999.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
17.0,154364.69,7.0,0.0,0.0,1.0,Private,11th,Never-married,Sales,Own-child,White,Female,United-States,<=50K
27.0,1484705.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17.0,169563.38,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
40.0,224274.84,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Canada,<=50K
51.0,202854.02,9.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
51.0,262088.98,13.0,99999.0,0.0,50.0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
43.0,164868.45,11.0,0.0,0.0,30.0,State-gov,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,United-States,>50K
38.0,262089.52,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
33.0,278309.16,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
38.0,13492.0,13.0,0.0,0.0,60.0,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
54.0,181666.86,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
43.0,179752.55,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Philippines,<=50K
21.0,152384.11,9.0,0.0,0.0,40.0,Self-emp-inc,HS-grad,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,South,<=50K
50.0,260700.05,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Mexico,<=50K
27.0,187664.69,9.0,0.0,0.0,55.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24.0,233461.53,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Unmarried,White,Male,United-States,<=50K
60.0,103743.09,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
42.0,195110.44,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Separated,Exec-managerial,Other-relative,White,Male,United-States,<=50K
17.0,203236.38,9.0,0.0,0.0,1.0,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
47.0,215400.77,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
31.0,144977.64,1.0,0.0,0.0,1.0,,9th,Never-married,,Not-in-family,White,Male,United-States,<=50K
20.0,248327.95,10.0,0.0,0.0,16.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
37.0,127016.43,10.0,0.0,0.0,15.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
90.0,140101.42,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29.0,364226.2,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
34.0,175456.95,13.0,0.0,3770.0,52.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29.0,34237.27,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,England,>50K
45.0,287263.5,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
41.0,147129.9,12.0,0.0,0.0,40.0,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
42.0,265850.12,13.0,0.0,0.0,65.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
26.0,162993.45,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
43.0,216856.55,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
41.0,13492.0,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
90.0,65572.13,11.0,7688.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
37.0,177858.08,13.0,0.0,0.0,50.0,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
25.0,188455.42,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
54.0,102806.984,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
41.0,13492.0,10.0,7688.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
22.0,174823.38,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
48.0,202707.39,7.0,0.0,0.0,40.0,Federal-gov,11th,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
90.0,13492.0,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
49.0,194357.72,9.0,0.0,0.0,54.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
23.0,250873.02,9.0,0.0,0.0,40.0,,HS-grad,Never-married,,Not-in-family,White,Male,United-States,<=50K
30.0,102461.66,9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,South,<=50K
63.0,251395.1,10.0,0.0,0.0,50.0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
36.0,13492.0,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
40.0,131933.9,9.0,0.0,0.0,56.57639,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25.0,234024.9,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
44.0,130467.336,13.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
90.0,186891.61,13.0,0.0,0.0,45.0,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
41.0,184630.67,13.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
51.0,153063.69,13.0,0.0,0.0,1.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
48.0,185444.22,14.0,0.0,0.0,52.0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
51.0,184542.11,13.0,99999.0,0.0,50.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
36.0,190452.48,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
56.0,245499.39,13.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
57.0,199476.86,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
48.0,221758.4,9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Other-relative,White,Male,Germany,<=50K
33.0,184372.7,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
24.0,137752.03,10.0,0.0,0.0,29.07754,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
44.0,101337.83,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
34.0,13492.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
31.0,42512.918,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
39.0,124032.82,13.0,0.0,0.0,48.0,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,>50K
45.0,174828.34,1.0,0.0,0.0,40.0,Private,7th-8th,Separated,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
32.0,206484.98,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,,<=50K
48.0,165234.53,9.0,0.0,0.0,55.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
42.0,215943.0,9.0,0.0,0.0,52.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
49.0,171366.84,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
47.0,399475.4,9.0,0.0,0.0,34.736786,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,United-States,<=50K
33.0,163932.6,10.0,0.0,0.0,28.0,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
30.0,198561.16,10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
17.0,150416.27,5.0,0.0,0.0,35.0,,11th,Never-married,,Own-child,White,Male,United-States,<=50K
42.0,387178.5,13.0,0.0,0.0,15.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
29.0,205626.45,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
39.0,178872.98,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
51.0,237025.5,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Cuba,>50K
52.0,179603.66,9.0,0.0,0.0,95.96544,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
28.0,193069.66,10.0,0.0,0.0,50.0,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
62.0,227619.27,13.0,27266.24,0.0,40.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
28.0,1484705.0,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,China,<=50K
46.0,189448.02,9.0,0.0,0.0,30.0,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
58.0,36925.43,10.0,0.0,0.0,40.0,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,United-States,<=50K
45.0,131085.47,10.0,15024.0,0.0,40.0,State-gov,Some-college,Divorced,Protective-serv,Unmarried,White,Female,United-States,<=50K
40.0,220246.72,16.0,0.0,0.0,99.0,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K
33.0,166346.03,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
42.0,131422.38,12.0,0.0,0.0,40.0,State-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
31.0,261235.6,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
24.0,216238.11,1.0,0.0,0.0,40.0,Private,11th,Never-married,Other-service,Unmarried,White,Male,United-States,<=50K
23.0,233750.17,13.0,0.0,0.0,35.0,Private,Bachelors,Never-married,Sales,Own-child,White,Female,United-States,<=50K
59.0,158588.64,9.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
48.0,217146.72,1.0,0.0,0.0,55.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
53.0,193798.25,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
43.0,197513.6,9.0,0.0,0.0,99.0,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
33.0,144069.94,10.0,0.0,0.0,55.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
65.0,154412.64,9.0,0.0,0.0,33.0,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
20.0,102541.49,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
50.0,264201.38,1.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29.0,190518.3,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,,<=50K
49.0,184770.69,11.0,0.0,0.0,40.0,Private,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
17.0,369344.25,1.0,0.0,0.0,40.0,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
32.0,604953.25,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Tech-support,Unmarried,Black,Male,United-States,<=50K
42.0,199243.22,10.0,0.0,0.0,40.0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
56.0,167455.58,9.0,0.0,0.0,30.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
40.0,205831.7,12.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
23.0,198830.86,9.0,0.0,0.0,55.0,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,United-States,<=50K
64.0,236744.17,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,Philippines,<=50K
19.0,132942.73,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
30.0,13492.0,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
31.0,1484705.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
25.0,305915.06,9.0,0.0,0.0,50.0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
50.0,163197.08,13.0,0.0,1887.0,50.0,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
39.0,240846.88,12.0,0.0,0.0,50.0,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
43.0,209538.97,13.0,99999.0,0.0,40.0,,Bachelors,Divorced,,Unmarried,Black,Female,United-States,<=50K
57.0,223858.11,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
